,latest_changed_password,max_item_count,days_since_first_transaction,email_address_age_days,email_domain_label,email_domain_tld_label,email_username_length,num_unique_delivery_addresses,latest_delivery_address_name_length,latest_delivery_address_region_label,latest_delivery_address_fraction_vowels,latest_order_amount_usd,latest_item_category,latest_item_product_title,latest_item_quantity,latest_item_tag_count,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change,per_day_add_item_to_cart,per_day_transactions,per_day_payment_method_change,per_day_devices_per_user,per_day_purchase_total,per_day_unique_billing_last4,per_month_logout,per_month_page_activity,per_month_transactions
13289,False,1.0,187.48759783926369,1195.5855559606482,1119.0,17.0,10.0,1.0,10.0,5.0,0.3312639108844521,109.66741892151568,Sides Orders,Churros,1.0,1.0,20.0,1.0,-999.0,0.0,2.0,1.0,0.0,2.0,20.0,1.0,-999.0,2.0,14.781943172323484
10676,False,1.0,179.86619876528238,369.28659483796304,386.0,17.0,11.0,-999.0,10.0,20.0,0.1482741496794575,29.973531897484712,Entrees,Burrito Bowl,1.0,1.0,-999.0,1.0,3.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,1.0,-999.0,-999.0,-999.0
7289,False,1.0,397.83717920270385,639.6832823611112,1042.0,46.0,13.0,1.0,13.0,43.0,0.2045506071968305,72.8550058357126,Hamburgers,Baconator®,1.0,1.0,79.72,1.0,6.0,0.0,-999.0,1.0,0.0,1.0,23.63,-999.0,-999.0,-999.0,4.136798099616602
7462,Missing,1.0,408.0732163249497,258.45514140046294,386.0,17.0,10.0,1.0,11.0,38.0,0.4308949120582064,231.75792397486225,Milkshakes,Blue Ribbon Milkshake,1.0,1.0,0.0,4.0,-999.0,0.0,-999.0,3.0,0.0,1.0,0.0,1.0,-999.0,-999.0,11.284661340080582
3909,False,1.0,314.9896886833975,552.4063807870369,386.0,17.0,10.0,1.0,10.0,30.0,0.4235286462039659,109.66741892151568,Appetizers,Mozzarella Sticks,1.0,1.0,43.48,3.0,3.0,0.0,-999.0,1.0,0.0,2.0,24.04,-999.0,-999.0,-999.0,5.712188408086899
7685,False,1.0,59.57798958437792,140.67884310185184,386.0,17.0,15.0,2.0,14.0,33.0,0.2895446116683802,109.66741892151568,Burgers,#3 Western Bacon Cheeseburger® Combo,1.0,1.0,0.0,2.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,10.295774474274156
13855,False,2.0,314.9896886833975,243.7352509490741,1100.0,17.0,8.0,1.0,14.0,11.0,0.3674100490798671,50.988070016039885,Legendary Steaks,Ribeye,1.0,1.0,46.26,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,46.26,1.0,-999.0,-999.0,6.091746828584279
316,False,-999.0,-999.0,984.0425589467592,386.0,17.0,14.0,-999.0,16.0,11.0,0.2637379585657226,-999.0,Breakfast Treats,Belgian Waffle,1.0,1.0,-999.0,1.0,4.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
2751,False,1.0,320.83641470560457,328.6631190625,1100.0,17.0,17.0,1.0,16.0,30.0,0.3368729954115053,101.13873974131798,Burgers & Sandwiches,Bacon & Cheese Sirloin Third Pound Burger,1.0,1.0,62.98,1.0,3.0,0.0,-999.0,6.0,0.0,1.0,0.0,1.0,-999.0,-999.0,17.57960626160144
575,False,3.0,1832.097529575006,507.6509051388889,1100.0,17.0,11.0,1.0,15.0,5.0,0.2579381210151646,30.64875919948871,Starters & Sides,Chicken Soup,1.0,1.0,123.05,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,39.19,-999.0,-999.0,-999.0,8.998343961761936
16319,False,1.0,70.6300033991196,841.5957919328704,730.0,17.0,16.0,1.0,15.0,32.0,0.3015803812584879,109.66741892151568,Missing,Missing,-999.0,-999.0,49.9,1.0,1.0,0.0,-999.0,2.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,9.992431318570864
6218,False,1.0,869.6649422612234,126.36069835648148,730.0,17.0,11.0,1.0,11.0,0.0,0.2896671907635831,3.5446854578624034,Splash Poke,Triple Splash,1.0,1.0,0.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,1.0,12.577956091997544
3161,False,1.0,213.3286634412442,573.2266128472222,1100.0,17.0,11.0,-999.0,11.0,16.0,0.3174308177078372,42.92909008385497,Sharables & Sides,House Sampler,1.0,1.0,0.0,2.0,2.0,0.0,-999.0,-999.0,0.0,2.0,0.0,-999.0,-999.0,-999.0,-999.0
4359,False,-999.0,-999.0,21.500062800925928,386.0,17.0,10.0,-999.0,15.0,22.0,0.330966567965856,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9728,False,14.0,562.4506378226964,44.74394299768518,395.0,46.0,13.0,1.0,9.0,5.0,0.0922087359735562,928.6231186325616,Dolci,Bestia Nera,1.0,1.0,868.76,2.0,5.0,0.0,-999.0,1.0,0.0,2.0,868.76,1.0,-999.0,-999.0,0.4784204197689293
1707,False,1.0,830.753477708114,581.9593777662037,386.0,17.0,12.0,1.0,10.0,5.0,0.2580020544385353,9.654345459792008,Small Dishes,Fish & Chips,1.0,1.0,20.76,1.0,2.0,0.0,-999.0,1.0,0.0,1.0,20.76,-999.0,-999.0,-999.0,4.483389023143445
14722,False,1.0,1439.2398094988075,690.3341546296298,386.0,17.0,10.0,1.0,10.0,5.0,0.3555763542195253,44.95593446251512,"Classics ""Mendo-Style""",The Farm Club,1.0,1.0,45.04,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,45.04,-999.0,-999.0,-999.0,1.4701929380813563
11987,False,3.0,314.9896886833975,365.8975957175926,64.0,17.0,10.0,2.0,16.0,5.0,0.4578856985140033,154.0885604278013,Garden Fresh Signature Salads,Entrée Classic Salad,2.0,1.0,94.25,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,94.25,1.0,-999.0,-999.0,6.407139743602997
5186,False,1.0,324.66494572109985,3.963230706018519,386.0,17.0,13.0,1.0,7.0,5.0,0.2045738390188588,115.67506167913372,Missing,Missing,-999.0,-999.0,6.53,1.0,5.0,0.0,-999.0,1.0,0.0,1.0,6.53,1.0,-999.0,-999.0,4.483389023143445
5110,False,2.0,314.9896886833975,829.9219350231482,386.0,17.0,12.0,1.0,14.0,7.0,0.308230313007322,156.88220563365283,Missing,Missing,-999.0,-999.0,-999.0,1.0,6.0,1.0,-999.0,3.0,1.0,1.0,-999.0,2.0,-999.0,-999.0,4.08418273509601
7769,False,1.0,314.9896886833975,274.79510256944445,64.0,17.0,9.0,1.0,12.0,43.0,0.6034654436708813,16.750558099087325,Appetizers,Range Rattlers™,1.0,1.0,0.0,1.0,3.0,0.0,1.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,4.0,2.841847953849527
7240,False,1.0,161.89160713478762,107.96770454861112,1100.0,17.0,10.0,1.0,14.0,30.0,0.3181286999973134,126.59153255966524,Salads,Chopped Salad,1.0,1.0,-999.0,1.0,5.0,1.0,-999.0,3.0,1.0,1.0,-999.0,2.0,-999.0,-999.0,1.5812821515983784
8866,Missing,1.0,915.2367586650506,258.75271628472217,386.0,17.0,8.0,1.0,11.0,45.0,0.3262421135176612,57.09420722235545,Ribs & Chicken    Etc,Three Meats Platter,1.0,1.0,44.08,1.0,-999.0,0.0,3.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,4.0,4.483389023143445
10963,False,1.0,103.70234041432523,240.98574628472215,386.0,17.0,10.0,1.0,12.0,33.0,0.3747855250699379,94.77420448159964,Drinks,Fountain Soda,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,1.328935114652934
8225,Missing,1.0,359.1248482739996,103.9315935300926,386.0,17.0,16.0,3.0,14.0,5.0,0.5597540301836228,148.53896820445073,Ice Cream,Kid's Single Scoop,1.0,1.0,54.0,3.0,-999.0,0.0,-999.0,1.0,0.0,1.0,13.01,-999.0,-999.0,-999.0,4.483389023143445
2907,False,2.0,128.85447699096744,94.9925188425926,1100.0,17.0,15.0,1.0,11.0,15.0,0.305690456461483,189.84190081583031,Wings,Wings (Boneless),1.0,1.0,119.33,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,119.33,1.0,-999.0,-999.0,4.483389023143445
6348,False,2.0,344.2529092309647,301.7452656481481,386.0,17.0,7.0,1.0,11.0,19.0,0.448328080557582,186.86699255284756,Noodles,Yaki Udon,1.0,1.0,0.0,1.0,6.0,3.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,5.364090562374069
7544,False,-999.0,-999.0,0.0032214004629629,730.0,17.0,7.0,-999.0,14.0,21.0,0.5005146096140122,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
6608,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Hot Specialty Subs,Firehouse Steak & Cheese® (Medium Wheat),1.0,1.0,-999.0,1.0,-999.0,0.0,2.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9463,False,1.0,608.4314883987959,153.64846863425925,386.0,17.0,14.0,1.0,18.0,33.0,0.4565561956195607,109.66741892151568,Sperm Builders,Grand Slam,1.0,1.0,0.0,4.0,6.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,0.638308517118735
15291,False,-999.0,-999.0,699.9095931134259,386.0,17.0,18.0,-999.0,17.0,5.0,0.5596746814618873,-999.0,Tacos,Beef Taco,6.0,1.0,-999.0,2.0,3.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
10520,False,1.0,778.3632280650594,835.9810256828704,216.0,28.0,5.0,1.0,16.0,45.0,0.2907160893945997,45.037062484749995,Seasonal Side,Watermelon Gazpacho,1.0,1.0,56.19,2.0,-999.0,0.0,4.0,1.0,0.0,2.0,56.19,1.0,-999.0,4.0,6.545718915603169
12923,Missing,1.0,418.5091351819242,328.8634970023148,386.0,17.0,11.0,-999.0,9.0,33.0,0.281718705705564,17.623225328468386,Gyros,Lamb or Chicken Pitta,1.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,2.0,-999.0,-999.0,-999.0,1.0,-999.0
4846,False,1.0,314.9896886833975,1393.944637361111,386.0,17.0,16.0,1.0,15.0,5.0,0.2643121948482514,109.66741892151568,Appetizers,45. Goi Cuon,1.0,0.0,30.45,1.0,3.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,7.695165992209459
5690,False,1.0,314.9896886833975,2071.164671354167,386.0,17.0,14.0,1.0,14.0,23.0,0.3890830191036913,19.54967624905903,Appetizers,Egg Rolls (2),1.0,1.0,0.0,1.0,-999.0,0.0,3.0,-999.0,0.0,2.0,0.0,1.0,-999.0,5.0,4.483389023143445
13355,False,1.0,314.9896886833975,805.2531832754629,64.0,17.0,8.0,3.0,12.0,30.0,0.4096432127008734,171.12993400484476,Salads,Asian Caesar,1.0,1.0,91.96,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,91.96,1.0,-999.0,-999.0,9.037461837129667
9921,False,1.0,550.4949293382375,1042.1379305439814,386.0,17.0,12.0,1.0,13.0,5.0,0.4228447471853924,109.66741892151568,Entrees,Burrito Bowl,1.0,1.0,16.71,1.0,3.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.483389023143445
5616,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Appetizers,#27. Grilled Meat,2.0,1.0,-999.0,1.0,-999.0,0.0,1.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
361,False,1.0,314.9896886833975,619.7091875347222,458.0,17.0,8.0,1.0,19.0,44.0,0.2820046153126722,209.25209764887612,Entrée,Taco,1.0,1.0,4.33,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,-999.0,1.0,1.444224597664892
4184,False,1.0,608.6149173709005,151.9334221990741,64.0,17.0,12.0,1.0,8.0,33.0,0.4760255883300132,44.75969219793704,Seafood,Shrimp 'n Parmesan Sirloin,1.0,1.0,25.32,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,25.32,1.0,-999.0,-999.0,4.483389023143445
4832,False,1.0,320.3855931102444,1716.0383736342594,64.0,17.0,7.0,2.0,10.0,33.0,0.2663406483254375,148.15138959398894,Appetizers,Chicken Wonton Tacos,1.0,1.0,93.3,2.0,-999.0,0.0,4.0,1.0,0.0,2.0,46.32,-999.0,-999.0,3.0,6.882470033106701
14662,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Beverages,Soft Drink,1.0,1.0,-999.0,1.0,-999.0,0.0,50.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
1054,False,3.0,326.48685492234347,746.8622755671297,651.0,17.0,7.0,1.0,11.0,10.0,0.375657491849084,112.15786286386172,Missing,Missing,-999.0,-999.0,-999.0,1.0,12.0,3.0,-999.0,7.0,3.0,1.0,-999.0,3.0,-999.0,-999.0,6.483146766076766
520,False,5.0,808.2079564874382,28.233944548611113,1100.0,17.0,13.0,8.0,15.0,15.0,0.3092031596571841,37.76788171360464,Wing Dinners,6 Wings,1.0,1.0,0.0,1.0,6.0,3.0,-999.0,6.0,3.0,1.0,0.0,4.0,-999.0,-999.0,20.039333805113095
1830,False,-999.0,-999.0,247.7798150694444,386.0,17.0,8.0,-999.0,11.0,34.0,0.3589541170460689,-999.0,Missing,Missing,-999.0,-999.0,-999.0,2.0,12.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
1533,False,3.0,314.9896886833975,120.8034537847222,730.0,17.0,6.0,3.0,14.0,10.0,0.3272814143619393,202.9505895106598,Chicken,25 Chicken Wings,1.0,1.0,49.39,5.0,5.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,10.033661380101544
16330,False,1.0,726.7756675053209,196.93981053240745,386.0,17.0,17.0,1.0,15.0,45.0,0.3760311138243253,10.478781731723076,Create Your Own Pizza,Medium Pizza,1.0,1.0,74.19,2.0,-999.0,0.0,-999.0,1.0,0.0,1.0,46.23,1.0,-999.0,-999.0,9.158669788723552
13575,Missing,1.0,314.9896886833975,327.9866494560185,386.0,17.0,9.0,1.0,15.0,5.0,0.3964016169109008,109.66741892151568,Vegetable & Meat Salads,Tofu Salad,1.0,1.0,20.9,1.0,-999.0,0.0,3.0,1.0,0.0,2.0,20.9,1.0,-999.0,1.0,4.483389023143445
12918,False,2.0,215.43820747330335,855.738594525463,386.0,17.0,11.0,1.0,17.0,16.0,0.2400926440809809,55.89535087059183,Home-style Sides,Whole-Kernel Corn,1.0,1.0,64.03999999999999,1.0,1.0,1.0,-999.0,1.0,0.0,1.0,15.25,1.0,-999.0,-999.0,13.996098507718996
10440,False,3.0,42.320747035516575,130.21587695601852,730.0,17.0,16.0,1.0,18.0,33.0,0.3547127298314029,109.66741892151568,Fries & Sides,Chili Cheese Baked Potato,1.0,1.0,68.8,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,68.8,-999.0,-999.0,-999.0,4.483389023143445
10048,False,1.0,686.9711836735136,457.3617174305555,386.0,17.0,13.0,2.0,13.0,20.0,0.3687719614995947,109.66741892151568,Poke Your Way,Poke Bowl (Regular),1.0,1.0,50.83,1.0,1.0,0.0,3.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,2.0,0.9781262067471626
4839,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Appetizers,Chips and Salsa,1.0,1.0,-999.0,1.0,-999.0,0.0,26.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
11554,False,2.0,628.6439710290945,731.9587917361113,386.0,17.0,13.0,2.0,19.0,43.0,0.3114837379316816,109.66741892151568,burgers,El Diablo,2.0,1.0,143.11999999999995,2.0,4.0,0.0,2.0,1.0,0.0,2.0,28.76,1.0,-999.0,5.0,12.456365545458898
13806,False,1.0,314.9896886833975,165.14969542824073,204.0,46.0,10.0,1.0,11.0,5.0,0.3211173654183325,109.66741892151568,Latte,Vanilla Latte,1.0,0.0,44.46,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,44.46,1.0,-999.0,-999.0,12.038071249351368
234,False,1.0,328.56709965625487,135.82671577546296,386.0,17.0,9.0,1.0,16.0,32.0,0.2928786765534616,83.4688955961799,Side Dishes,Bowl of Fideo Soup,1.0,1.0,29.57,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,10.064825659879194
12103,False,1.0,184.84442824794576,669.1376094791667,1100.0,17.0,15.0,2.0,11.0,5.0,0.490155260343949,118.13916921208876,Starters,Bruschetta,1.0,1.0,95.48,1.0,4.0,3.0,-999.0,4.0,3.0,1.0,95.48,3.0,-999.0,-999.0,12.11897794266735
4357,Missing,1.0,402.9929781310448,377.4052656944445,386.0,17.0,10.0,1.0,11.0,38.0,0.3611133492003491,109.66741892151568,Appetizers - Lunch,Crab Cocktail,1.0,1.0,136.75,4.0,-999.0,0.0,-999.0,3.0,0.0,3.0,96.39,-999.0,-999.0,-999.0,16.26717891185068
6684,False,1.0,267.936938622679,300.87342092592587,222.0,46.0,13.0,-999.0,11.0,3.0,0.2950509148967707,109.66741892151568,Salads,Pancho Villa,1.0,1.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
430,False,1.0,235.92395589149393,131.58566296296294,1076.0,17.0,8.0,-999.0,12.0,6.0,0.1614778291275407,238.8853343219548,Boneless Wings Combo Packs,15 Pieces Wings,1.0,1.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
8645,False,4.0,86.93066603814542,653.3547164004631,386.0,17.0,20.0,1.0,15.0,33.0,0.3687790090222994,63.70881753957181,Other Snackables,S1. Famous Bowl,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,7.107750032315015
1723,False,1.0,158.83190489651247,249.00528527777777,386.0,17.0,10.0,3.0,13.0,16.0,0.474728410009122,59.14360765285769,Special,Wings (25),1.0,1.0,-999.0,2.0,5.0,3.0,-999.0,3.0,0.0,1.0,-999.0,1.0,-999.0,-999.0,19.825684213412774
5368,False,1.0,314.9896886833975,4.328493298611111,386.0,17.0,8.0,1.0,7.0,5.0,0.5124590277513739,109.66741892151568,Missing,Missing,-999.0,-999.0,198.21,3.0,12.0,8.0,-999.0,7.0,5.0,2.0,88.89,4.0,-999.0,-999.0,13.309689462527732
11543,False,2.0,314.9896886833975,297.15028516203705,1100.0,17.0,11.0,1.0,11.0,10.0,0.4654168530258594,109.66741892151568,Missing,Missing,-999.0,-999.0,-999.0,1.0,15.0,1.0,-999.0,6.0,1.0,1.0,-999.0,2.0,-999.0,-999.0,9.362272760007157
7018,False,1.0,721.3128285172193,227.94435104166664,386.0,17.0,7.0,2.0,11.0,5.0,0.4757170444498865,109.66741892151568,Entrée Way,Nachos Way,1.0,1.0,84.15,2.0,5.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,1.9263950285965437
1409,False,1.0,883.1478650763164,440.4374761226851,41.0,28.0,8.0,1.0,15.0,46.0,0.3528736168943077,109.66741892151568,Missing,Missing,-999.0,-999.0,22.37,1.0,2.0,0.0,-999.0,1.0,0.0,1.0,22.37,1.0,-999.0,-999.0,5.20803551539843
11785,False,4.0,314.9896886833975,801.359302650463,824.0,46.0,15.0,2.0,16.0,5.0,0.2990609655939921,111.88310911692976,Platters,Falafel Platter,1.0,1.0,0.0,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,1.0,0.1126243634177095
7872,False,1.0,0.1786395601142203,1868.1190166203703,386.0,17.0,12.0,1.0,15.0,45.0,0.3613678305686499,109.66741892151568,All Day Breakfast,Buttermilk Pancakes & Eggs ,1.0,1.0,61.28,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,61.28,-999.0,-999.0,-999.0,2.5580375077756323
474,False,1.0,404.2371323007283,324.1455909375,1100.0,17.0,13.0,-999.0,11.0,5.0,0.4869267421325001,109.66741892151568,Sides,French Fries,1.0,1.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
13797,False,2.0,32.70066437988902,275.9781888888889,444.0,17.0,7.0,1.0,13.0,43.0,0.3970119428368918,186.1326289117191,Burrito Bowls,Slow-Roasted Pork Carnitas Bowl,1.0,1.0,30.34,1.0,-999.0,0.0,2.0,1.0,0.0,2.0,30.34,1.0,-999.0,1.0,4.483389023143445
8817,False,1.0,116.47337467214398,387.08363476851855,64.0,17.0,8.0,1.0,11.0,33.0,0.4538588298200592,63.09394503832658,Roll & Hand Roll,Shrimp Tempura Roll,1.0,1.0,0.0,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,0.0,1.0,-999.0,-999.0,4.483389023143445
469,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Appetizers,Samosa (2 Pcs),1.0,1.0,-999.0,1.0,-999.0,0.0,29.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
11411,False,2.0,270.58510201117,0.7627690625,805.0,46.0,11.0,2.0,11.0,34.0,0.3390719969553176,279.20129319012506,Wings,Wings,1.0,1.0,280.42,1.0,5.0,0.0,6.0,1.0,0.0,2.0,280.42,1.0,1.0,5.0,5.175431906081413
1458,False,1.0,248.09065732962503,282.31227748842593,1100.0,17.0,8.0,1.0,14.0,43.0,0.4447765086201927,3.9623010885543017,Combination Plates,Combinations with 2 Homestyle Sides,1.0,1.0,26.35,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,26.35,-999.0,-999.0,-999.0,2.508365765627529
773,False,1.0,871.5547787669441,185.0255894675926,386.0,17.0,10.0,2.0,11.0,5.0,0.2987111368566301,103.7791750605952,Main Dishes,Pad Pick Khing,1.0,1.0,0.0,2.0,1.0,0.0,-999.0,-999.0,0.0,2.0,0.0,-999.0,-999.0,-999.0,5.366117462490115
3295,Missing,1.0,314.9896886833975,107.17258993055556,386.0,17.0,17.0,1.0,14.0,3.0,0.3035814089757118,51.383553852613375,Sides,Chips & Cheese,1.0,1.0,-999.0,2.0,-999.0,0.0,-999.0,2.0,0.0,1.0,-999.0,1.0,-999.0,1.0,8.26892452054518
13521,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Side Orders,Order of Tortilla,1.0,1.0,-999.0,1.0,-999.0,0.0,50.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
5811,False,2.0,139.87016189398895,578.0338503587963,366.0,17.0,15.0,1.0,18.0,6.0,0.4453315043030895,256.91802822366793,Chips and Dips,Housemade Guacamole and Chips,1.0,1.0,-999.0,2.0,7.0,1.0,2.0,4.0,1.0,2.0,-999.0,2.0,5.0,-999.0,2.5257747979110805
1388,False,1.0,314.9896886833975,192.17063886574073,1035.0,28.0,8.0,1.0,13.0,47.0,0.2068369240149446,91.78130933445092,Combos,Dave's Double® Combo,1.0,1.0,23.65,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,23.65,-999.0,-999.0,-999.0,4.483389023143445
14168,False,-999.0,-999.0,34.80053359953704,1092.0,17.0,9.0,-999.0,16.0,7.0,0.3084879489352101,-999.0,Beverages,Diet Coke,1.0,1.0,-999.0,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
13610,False,1.0,55.755642746484455,263.16993043981483,849.0,28.0,6.0,1.0,16.0,6.0,0.3031405085956962,109.66741892151568,Buffalo Wings,12 Wings,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,3.043592248422726
3518,False,1.0,106.03101301646196,7.980368263888888,386.0,17.0,17.0,1.0,15.0,44.0,0.4285110697460311,109.66741892151568,Side,Chips & Salsa,1.0,1.0,4.33,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,-999.0,2.0,15.566404978322527
2028,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Lo Mein,LO1. Roast Pork Lo Mein,1.0,1.0,-999.0,1.0,-999.0,0.0,11.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9100,False,1.0,65.63161938044519,1212.8464801157404,1083.0,28.0,12.0,1.0,8.0,34.0,0.1531023593515058,109.66741892151568,Missing,Missing,-999.0,-999.0,30.56,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,30.56,-999.0,-999.0,-999.0,2.4698636812929355
11185,False,1.0,977.4532364866594,224.082690625,386.0,17.0,12.0,1.0,13.0,5.0,0.4098351724815335,109.66741892151568,Breakfast,Huevos Rancheros,1.0,1.0,35.21,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,35.21,-999.0,-999.0,-999.0,2.6924838330679295
4104,False,2.0,580.3284783231219,123.1187396875,386.0,17.0,19.0,-999.0,15.0,43.0,0.4061397919779621,109.66741892151568,Missing,Missing,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
13098,False,1.0,195.034530381139,1560.465998587963,386.0,17.0,9.0,1.0,16.0,5.0,0.4091020673042048,79.15040634434007,Appetizers,Rib Tips,1.0,1.0,23.42,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,23.42,-999.0,-999.0,-999.0,6.576558350957438
6136,False,1.0,212.7967972399451,880.6874830092592,386.0,17.0,16.0,1.0,19.0,43.0,0.481865410625429,109.66741892151568,Fresh Salads,Chef Salad,1.0,1.0,18.1,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,18.1,1.0,-999.0,-999.0,1.0692475548222613
2638,False,1.0,54.452875627579346,799.9042136689815,730.0,17.0,17.0,1.0,15.0,43.0,0.4299453139403744,109.66741892151568,Entrées,Spicy Chicken Sandwich,1.0,1.0,19.23,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,19.23,-999.0,-999.0,-999.0,1.7338498238072355
13849,False,3.0,314.9896886833975,144.0708146990741,386.0,17.0,13.0,-999.0,15.0,33.0,0.4776256435363828,115.591837920134,Meals,Large Spicy Crispy Chicken Sandwich Meal,1.0,1.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
673,False,1.0,763.672385518928,414.03169359953705,386.0,17.0,9.0,-999.0,13.0,47.0,0.1523346768175119,109.66741892151568,Morning Platters,3 Hot Cakes,1.0,1.0,0.0,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0
12498,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Reuben Special,Breakfast Sandwich,3.0,1.0,-999.0,1.0,-999.0,0.0,4.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
